Date,Close_BLK,High_BLK,Low_BLK,Open_BLK,Volume_BLK
2023-10-13,599.6302490234375,607.6073938991525,592.3123511158224,600.117483028872,1263400.0
2023-10-16,607.0723266601562,612.9667728144851,600.3562417443336,602.352932973475,695400.0
2023-10-17,607.6932983398438,611.2949579714773,601.5600162463103,603.1076663230947,578500.0
2023-10-18,589.150146484375,606.6424646686625,587.9655311584753,606.6424646686625,664500.0
2023-10-19,594.7101440429688,601.387977385294,591.461956901692,597.7099328569227,1040800.0
2023-10-20,587.3731689453125,598.1112079144061,585.7395124921038,595.4171354188641,850300.0
2023-10-23,587.277587890625,591.8059013289028,583.1887529275507,584.1345325305492,469500.0
2023-10-24,585.0421142578125,592.7134829883363,583.4849015664223,589.7041895789918,657200.0
2023-10-25,581.4979248046875,584.278004414599,576.539694395073,581.0871344852146,562000.0
2023-10-26,579.9597778320312,590.2965906677598,579.4056628559888,580.0744142671464,856400.0
2023-10-27,571.3712158203125,581.7748505488619,569.556041882829,579.9597349208528,543000.0
2023-10-30,580.007568359375,583.4181482839344,573.4539324146839,575.9187325376267,528100.0
2023-10-31,584.9371337890625,585.5007532106586,577.4185346706208,581.7558269379496,508900.0
2023-11-01,588.691650390625,590.3730042891316,580.5329877417942,587.0484308930071,537100.0
2023-11-02,615.7086181640625,616.3296140520044,595.9139514922316,595.9139514922316,1174000.0
2023-11-03,628.5866088867188,632.5894958620257,625.0423259123555,625.5773153222295,894200.0
2023-11-06,624.0487670898438,630.7744152547161,621.3165016776022,627.2969547430583,469400.0
2023-11-07,619.6256103515625,624.3163163145266,618.0205836583367,623.6666904194009,440800.0
2023-11-08,625.7015991210938,626.3798549965466,619.4727471919875,619.4727471919875,482200.0
2023-11-09,622.7113647460938,631.099241701768,621.5745048215553,627.4020708357227,437100.0
2023-11-10,635.302734375,635.7326501428633,624.6793309100589,627.2587672077624,522700.0
2023-11-13,631.9113159179688,634.7008997250023,628.7491345371609,631.3094454709421,356400.0
2023-11-14,666.2080688476562,667.8512882680832,642.9455023035554,642.9455023035554,1011000.0
2023-11-15,677.18505859375,679.5542895279735,666.5425282813703,666.9915113044437,747400.0
2023-11-16,682.9743041992188,683.1653260313932,677.0989251230393,677.6626027944773,558900.0
2023-11-17,684.8468017578125,688.6491045094116,681.7801896902743,687.6937620216845,715600.0
2023-11-20,688.7254028320312,689.4323468540355,680.3088389118606,682.48704749698,668300.0
2023-11-21,692.2794189453125,694.1518529698485,686.6333119885418,687.6555354839373,642900.0
2023-11-22,694.667724609375,697.667513903222,693.5594947116404,694.5339626718078,498100.0
2023-11-24,697.4954223632812,698.1068554580055,694.189975169525,694.2663605742636,279600.0
2023-11-27,698.0496215820312,699.3584360872976,692.1838048841438,694.7250484807097,868100.0
2023-11-28,703.858154296875,705.835720282126,693.4448976540322,693.4448976540322,610200.0
2023-11-29,713.927490234375,717.7202305546748,709.1317101878888,709.1317101878888,750000.0
2023-11-30,717.681884765625,718.3124434312846,711.4339661800793,714.7489764686015,961300.0
2023-12-01,722.5732421875,727.3786427225175,715.2266563795055,716.5068409247938,746700.0
2023-12-04,722.6497192382812,724.0731702317169,716.0292027199428,718.2647298228975,767900.0
2023-12-05,720.6149291992188,721.8759884592985,714.7682370085222,721.8759884592985,860700.0
2023-12-06,714.623291015625,727.6257278745813,714.036657542186,725.6349659922838,624800.0
2023-12-07,716.902587890625,721.1822418626647,714.1712847734108,716.902587890625,784300.0
2023-12-08,716.2197875976562,719.1626405228009,713.8058675080254,714.7003163536093,456000.0
2023-12-11,723.605712890625,726.3177628142457,715.8254525357512,717.248775405434,781300.0
2023-12-12,730.2223510742188,730.3666321572377,723.8557868649406,726.0966047429918,607600.0
2023-12-13,743.821044921875,747.4371115591512,725.9138725136899,729.9434705687247,600000.0
2023-12-14,776.2308349609375,776.6828138851344,752.0051755139197,752.9572661828122,1197400.0
2023-12-15,787.646484375,787.646484375,759.2469437655075,761.5839685057546,2703000.0
2023-12-18,765.9501342773438,783.7996051459769,765.3346211132542,780.9144532251942,916300.0
2023-12-19,770.701171875,783.2419468951699,768.3642054028378,770.4030417990923,756400.0
2023-12-20,759.0162353515625,774.5768164656927,758.6412101613909,767.21971327888,547900.0
2023-12-21,768.50830078125,768.7679832458709,761.3531214435695,764.5652831776227,341100.0
2023-12-22,771.701171875,776.6059652761187,769.5181135403981,771.2780139192004,426600.0
2023-12-26,775.7307739257812,778.1254406007016,772.6821465335041,772.6821465335041,280600.0
2023-12-27,782.1165771484375,782.1165771484375,777.6734480153331,778.1927542145111,298000.0
2023-12-28,783.232177734375,786.319311466924,778.8756287925758,778.8756287925758,311500.0
2023-12-29,780.7221069335938,784.9248069169427,777.683106036391,781.4914690482025,318500.0
2024-01-02,769.662353515625,777.2022430735975,764.9787948992605,773.3650003881861,660000.0
2024-01-03,754.130615234375,762.0743505196825,752.3802827719489,762.0743505196825,638700.0
2024-01-04,755.8617553710938,762.1513656453592,752.7649950119797,753.2747333776666,580200.0
2024-01-05,752.8612670898438,758.5642443674891,751.543718915507,752.8420139578299,471000.0
2024-01-08,766.6715087890625,767.4601241135794,752.9381559207897,754.3999851758522,513200.0
2024-01-09,764.1036376953125,764.6998977174021,757.0061594209537,762.305231064403,454700.0
2024-01-10,762.0264282226562,768.4603203417336,757.708326243368,764.4596015580576,510800.0
2024-01-11,762.2667236328125,769.3545753316232,756.9484575668304,766.4502290442074,735800.0
2024-01-12,768.9891967773438,771.6243517163388,752.793908901765,754.9481464501827,880500.0
2024-01-16,761.0838623046875,778.0196903314277,758.4679606541663,773.01874849547,895200.0
2024-01-17,757.28515625,757.7660149696918,738.9355710709601,744.7251288395931,617100.0
2024-01-18,764.8153686523438,765.5174035522007,755.0058396925283,764.1421547504659,506700.0
2024-01-19,774.6055908203125,777.8658265817385,763.6516165957125,767.2099823746438,681500.0
2024-01-22,763.6228637695312,776.3944402352844,763.1323785069469,775.5384976671891,760500.0
2024-01-23,762.21875,765.1327819347958,758.2949265219302,762.9015904942688,718300.0
2024-01-24,755.6693115234375,767.3156930610438,755.130752223969,767.3156930610438,659700.0
2024-01-25,760.1990966796875,764.469123944051,757.3427657055835,760.6414490814229,723800.0
2024-01-26,757.1600341796875,762.9111436674274,755.4193281786983,761.0357831540027,687900.0
2024-01-29,758.5065307617188,762.1417920375017,751.2359495115808,757.169729478118,622200.0
2024-01-30,751.8032836914062,754.775016124187,749.2451413730186,753.0054303764429,936600.0
2024-01-31,744.6672973632812,755.3423355862676,742.7823103816427,749.629732651629,730800.0
2024-02-01,754.8807983398438,755.4770584055775,736.3196650807616,746.7639014950182,626600.0
2024-02-02,757.833251953125,762.0071309701856,747.5044172763976,750.7646530951719,509900.0
2024-02-05,753.1881713867188,757.1023681012914,747.3986727715542,752.2649602845368,501100.0
2024-02-06,757.8140258789062,757.8332790096314,748.9470200028632,754.8807996732148,666300.0
2024-02-07,764.2767944335938,768.8449518738805,756.4195800718998,759.7567111213856,700600.0
2024-02-08,762.834228515625,768.3544768196351,757.3524277748738,763.6612913649668,545500.0
2024-02-09,766.6907348632812,770.1528939573712,761.4589899597999,763.8247771512854,536600.0
2024-02-12,771.0664672851562,777.5388058923837,767.1041967284463,767.7677840094691,499300.0
2024-02-13,748.2833862304688,760.9395600639224,740.5223205800422,755.1885093967248,637400.0
2024-02-14,755.332763671875,758.1025140919188,749.3315986294044,755.0442015334243,420900.0
2024-02-15,767.4984741210938,771.7588746862671,758.2179374605803,758.2179374605803,508200.0
2024-02-16,763.6035766601562,767.4504460639857,760.8434525587941,764.65187440007,393700.0
2024-02-20,767.55615234375,770.8452676532826,757.4196735013107,759.064231156077,582200.0
2024-02-21,774.615234375,775.201867858028,764.9691813899143,768.2294172228478,419100.0
2024-02-22,782.29931640625,785.0786934679769,777.1445258084309,779.9911714258651,549600.0
2024-02-23,782.4436645507812,792.1762396848849,780.9145080979476,785.7807956649995,492500.0
2024-02-26,775.173095703125,783.6265704260983,772.5956414442926,779.9047288242871,577800.0
2024-02-27,769.8931884765625,778.866027813757,764.8249779423495,776.4232868691377,555900.0
2024-02-28,778.6640625,781.9916257425105,766.7965029867913,768.2006314830444,513000.0
2024-02-29,780.2797241210938,783.7611359803191,776.4809291237328,782.2608593708107,758800.0
2024-03-01,783.6361694335938,784.1362225435645,774.38445316702,780.2797852537449,431300.0
2024-03-04,802.5242309570312,809.7275430544629,784.7324603793611,784.7324603793611,858900.0
2024-03-05,795.2826538085938,807.6503264911775,791.8493153674268,800.4278188377787,497600.0
2024-03-06,803.5659790039062,805.4916634979813,793.9278111666579,799.1629631879232,538000.0
2024-03-07,804.8238525390625,812.1008056218207,802.8207369384736,810.9105716373576,384700.0
2024-03-08,809.10107421875,817.694124895339,806.7786057418455,808.8397802728208,396200.0
2024-03-11,798.4951782226562,809.0526579481045,795.6986125861793,808.6462466586454,428600.0
2024-03-12,802.7821044921875,807.3108647805826,795.6792681328866,803.2949470079893,438600.0
2024-03-13,799.2984008789062,804.7464740432016,796.6082663586859,802.3756331584855,510800.0
2024-03-14,782.6639404296875,798.6210632403602,774.7482809379223,798.34045573672,859000.0
2024-03-15,776.5869750976562,787.5024366666802,772.542056853858,775.6870346832479,1576700.0
2024-03-18,774.3901977539062,780.2156824340525,768.177674373247,780.1479373723269,634800.0
2024-03-19,776.3739624023438,777.8932355244305,767.2003239728247,770.5775364721802,593900.0
2024-03-20,791.4601440429688,792.7664955725933,774.8159450735398,778.1254122613257,451400.0
2024-03-21,814.8491821289062,817.34582704926,795.6502774149113,796.918002015003,643300.0
2024-03-22,798.1759643554688,815.1007725373337,795.8825546844033,813.6492444385415,615100.0
2024-03-25,789.83447265625,800.2660899092062,788.8280421024003,793.9277627445127,378100.0
2024-03-26,793.6954345703125,797.2565091162155,791.498770206104,792.9889841922662,374000.0
2024-03-27,808.1334228515625,808.510834330927,795.9115515800611,800.0822732726,466500.0
2024-03-28,806.75927734375,811.5783314223495,804.1658877278903,809.197804230493,532100.0
2024-04-01,800.05322265625,808.1333715716859,798.5726357447685,807.9978814498198,395900.0
2024-04-02,790.2022705078125,799.2210467314064,783.8251975426285,798.8243216931356,530700.0
2024-04-03,788.4700317382812,799.3855511184504,787.2701113233325,789.0990508571632,369600.0
2024-04-04,766.493896484375,799.8112951982,764.6455844350248,795.8050637702133,1189400.0
2024-04-05,771.7871704101562,778.2803607500916,764.5875886236139,767.9841738503256,687300.0
2024-04-08,777.3609619140625,781.4445655279663,771.0806937700992,775.6191401874551,760200.0
2024-04-09,777.9223022460938,780.1769666610076,768.5163696200061,780.1769666610076,802100.0
2024-04-10,758.32666015625,769.4356692499911,755.6848389462103,768.1389448728214,654400.0
2024-04-11,760.56201171875,763.813420374264,753.6333514212322,760.1168551876581,812000.0
2024-04-12,738.7310180664062,777.0513342105637,737.4342937128322,760.1748993840006,1453600.0
2024-04-15,738.334228515625,753.0720573516867,731.8700975284702,745.8821623591396,935200.0
2024-04-16,725.4447021484375,742.0695303444573,724.5931342656968,739.8922381798468,662900.0
2024-04-17,729.4315185546875,734.3764355798564,723.9060730076023,728.7057545423459,585800.0
2024-04-18,723.1512451171875,736.8149574373215,722.6480889014756,730.3508264326744,614900.0
2024-04-19,725.7446899414062,731.0185872751679,721.4578506328181,727.109159454185,867800.0
2024-04-22,735.5473022460938,741.5372769660908,726.2962325993103,732.2958936229257,617200.0
2024-04-23,741.8470458984375,744.5565534588919,736.3505994007056,738.5956368258923,461000.0
2024-04-24,738.1502685546875,742.833890972555,734.8988604145646,738.1502685546875,751200.0
2024-04-25,733.1668090820312,736.060178749667,723.8479946903386,729.934714113426,510100.0
2024-04-26,738.227783203125,742.6791120593804,733.2635527760323,735.2182960266576,447900.0
2024-04-29,736.6795654296875,744.5371661075167,731.4249817625869,738.6923085248864,483700.0
2024-04-30,730.2540893554688,736.8440242504274,729.4412076708682,733.544184119741,418600.0
2024-05-01,727.29296875,741.0824849279543,726.6542633465752,730.6024360951177,614800.0
2024-05-02,732.537841796875,736.4666421261654,724.5834962242188,733.6603308640312,632500.0
2024-05-03,739.2244262695312,746.6175558839204,738.0535648967569,740.9566206975339,558300.0
2024-05-06,749.6077880859375,750.1109443014477,741.0824825787889,743.8887346350795,450100.0
2024-05-07,755.684814453125,760.8619664274698,751.5818380872156,755.249344240281,777400.0
2024-05-08,753.1785888671875,754.0688428916233,748.8723770535081,752.8592361497375,665700.0
2024-05-09,763.6294555664062,765.9325511547909,752.7623692583062,752.7623692583062,654800.0
2024-05-10,770.9259033203125,773.4031755568633,766.4842604542064,766.919730692389,607100.0
2024-05-13,764.7908325195312,774.6224903732893,764.2876172023457,773.1806485513254,416800.0
2024-05-14,777.0126953125,777.3513615796633,766.5713319755271,766.9100573055204,492200.0
2024-05-15,789.3410034179688,791.7408443427759,781.5801475034272,782.973616861051,667300.0
2024-05-16,781.6091918945312,788.6635971635968,781.5607603745032,785.170267061669,486300.0
2024-05-17,785.973388671875,787.1636818484825,780.254394080612,784.2412531094095,394400.0
2024-05-20,779.1705322265625,786.5442895174136,778.2125332257326,782.8380382658061,366300.0
2024-05-21,778.9190063476562,780.6027695031433,774.3708731293216,778.6190262344699,461800.0
2024-05-22,773.7708740234375,782.7316498780098,769.8420738371005,777.5738703883566,391600.0
2024-05-23,759.197509765625,772.6386731022874,756.5460614257028,772.6386731022874,538300.0
2024-05-24,756.6331176757812,763.881070720217,755.6847459717287,761.9360139251833,429000.0
2024-05-28,746.4821166992188,758.3169484838536,740.7437497623959,756.633185454582,636200.0
2024-05-29,732.1314086914062,741.1792432129857,731.8894873505851,738.624539678836,574900.0
2024-05-30,737.24072265625,737.772937768917,729.470240260532,730.56372939558,650000.0
2024-05-31,747.0820922851562,749.2690113970377,737.4536119724645,738.4019246432283,1616000.0
2024-06-03,752.2495727539062,754.5042962078003,743.8790706626743,754.3010610171035,571000.0
2024-06-04,759.9136962890625,761.4426558588244,749.588508932201,752.249643956545,666400.0
2024-06-05,763.3876953125,763.5812442132388,754.2527423882462,763.2618914801612,539800.0
2024-06-06,753.3720092773438,762.2359799825643,751.4366388203872,762.2359799825643,406300.0
2024-06-07,748.7550048828125,753.9370445833036,743.4171407378325,747.7809386109673,468100.0
2024-06-10,746.30029296875,748.9205334570067,740.5338376406016,746.8555178438397,588900.0
2024-06-11,737.9818725585938,743.5730037365192,732.7900824138243,742.2482878066721,499000.0
2024-06-12,750.1380615234375,762.265196868478,746.2223560644467,749.3977617439657,833200.0
2024-06-13,749.7484741210938,752.7096138000618,738.5369632760357,747.0697922214493,462500.0
2024-06-14,749.37841796875,750.0017751960011,740.2806128743734,744.6736612516772,376800.0
2024-06-17,760.8236694335938,763.6094845896507,746.1834254238338,747.3133755466733,541600.0
2024-06-18,763.3270874023438,763.7848700308189,756.8690230126379,758.7392136806822,479700.0
2024-06-20,762.5283203125,763.7166526334074,757.356030759437,761.7393290061781,496800.0
2024-06-21,767.174560546875,770.632543322472,759.6645477517886,763.3951787119823,869500.0
2024-06-24,778.2302856445312,785.5552238246856,768.1292228259854,768.1292228259854,528700.0
2024-06-25,773.7885131835938,774.6359460764951,768.1291905718233,773.8567049563002,388900.0
2024-06-26,767.0284423828125,770.6032486962431,764.1744355462406,768.8110001784784,529000.0
2024-06-27,760.872314453125,766.6387695505057,760.1028235792949,764.3010464067313,428400.0
2024-06-28,766.90185546875,771.7819369469693,760.9405747097586,764.145231304472,769500.0
2024-07-01,761.9828491210938,773.5060104266101,757.4631673059852,770.3208541133793,543500.0
2024-07-02,768.6648559570312,769.1810801216621,762.3723669775652,762.3723669775652,367300.0
2024-07-03,768.6550903320312,770.1259397592167,765.6160086416971,768.6648405060838,250800.0
2024-07-05,770.0968017578125,770.6617768648791,762.596538724339,770.6228356152602,341400.0
2024-07-08,769.6974487304688,772.7073397437878,765.3823421739335,770.0967897527782,529600.0
2024-07-09,781.4739379882812,782.5551373103622,770.992975110887,772.9313575312723,629500.0
2024-07-10,790.9417724609375,791.2242302625656,780.9673438575394,780.9673438575394,519000.0
2024-07-11,803.47802734375,804.510535196393,794.6529894478281,796.7569464005076,634100.0
2024-07-12,806.49755859375,815.8193792102059,803.994260791674,807.8807753957045,677100.0
2024-07-15,801.6175537109375,814.5239310598761,797.2147553943423,808.4554581127845,888100.0
2024-07-16,822.053466796875,823.6022582809343,799.6596934017024,803.1176166709565,744600.0
2024-07-17,819.2774047851562,826.6120927003603,814.2122484168716,824.3620020508015,692000.0
2024-07-18,807.5009155273438,829.787555925584,807.2963402134707,813.5108876006118,718000.0
2024-07-19,809.1569213867188,812.0498698824875,803.6631729547418,812.0498698824875,1036200.0
2024-07-22,821.37158203125,823.5729811798856,813.3842272127329,814.8550767033142,573200.0
2024-07-23,822.7840576171875,828.9206633592415,817.2611183945677,819.9787419432848,701500.0
2024-07-24,806.1859130859375,824.2937704253909,804.6858130905698,822.1898135953312,660300.0
2024-07-25,814.8453369140625,826.5731322902933,801.1012767739139,803.5656928555887,587500.0
2024-07-26,833.9955444335938,835.4079524022893,819.2871082233276,820.1345411140876,555800.0
2024-07-29,839.791259765625,842.7328994780382,830.2648630931326,835.7488609579323,612700.0
2024-07-30,849.9605102539062,851.2267845108072,842.7426459206833,845.6161532993768,539600.0
2024-07-31,853.7691040039062,862.1460503250258,849.2884228465238,852.6197129148784,656800.0
2024-08-01,842.908203125,861.7271701527535,838.0086808174037,857.1782974255556,586500.0
2024-08-02,824.0795288085938,835.9436483251877,817.5240226700106,832.8266245067524,479800.0
2024-08-05,809.2152709960938,826.90428757933,792.0911700207864,803.3026818439008,1328800.0
2024-08-06,819.1508178710938,830.12850465553,807.9879966590918,812.8778285147207,525100.0
2024-08-07,818.059814453125,834.1903489560474,816.7252890126395,830.1577004672455,750900.0
2024-08-08,832.6611328125,833.596198434547,821.7418279121155,824.2549356759472,381500.0
2024-08-09,834.0053100585938,839.8497077319853,827.7615119175726,831.2876270910026,290400.0
2024-08-12,816.530517578125,834.7747590397588,813.7836436754819,831.9889438907414,510300.0
2024-08-13,832.4273071289062,834.0052897060308,821.8197113420129,822.579452105824,385800.0
2024-08-14,835.28125,837.3267651978261,829.3004693840925,833.8299009036409,325100.0
2024-08-15,849.4441528320312,853.1164013652151,840.6483661182158,842.0997152179452,520800.0
2024-08-16,849.863037109375,852.181319497347,846.171347493508,849.629270726098,395200.0
2024-08-19,847.6422119140625,854.2756006914182,843.8433297621874,850.9345605917448,456000.0
2024-08-20,838.641845703125,849.376075506546,837.4340129863104,846.9019684721771,348700.0
2024-08-21,840.7068481445312,842.4893465388001,831.6187935770201,839.528206604061,453700.0
2024-08-22,842.8010864257812,846.210318356556,836.7034220886583,840.7068796253917,327400.0
2024-08-23,859.9446411132812,861.7173893018379,844.5446566733455,846.9505716808748,416300.0
2024-08-26,860.23681640625,865.944829925513,855.9899021500785,859.8666665034177,413800.0
2024-08-27,863.1493530273438,864.9708522054223,855.9120477383229,860.5875539678948,300400.0
2024-08-28,865.6136474609375,872.2178448670531,860.7920673086564,863.4512490232215,441200.0
2024-08-29,871.6626586914062,875.3543483689261,861.8343635412406,865.6136858878106,417900.0
2024-08-30,878.4227294921875,880.0299626715196,866.8800675935665,874.9939970841665,478200.0
2024-09-03,863.4415283203125,876.6596143058425,858.1621059563549,875.7537398386673,433500.0
2024-09-04,863.5,867.600840408167,856.3795779293832,857.4997779231592,356600.0
2024-09-05,853.9054565429688,866.6267594624953,850.4962246485076,866.6267594624953,426000.0
2024-09-06,844.4375,861.8148681247882,838.7781774441679,855.3665542815608,748900.0
2024-09-09,860.2324829101562,866.1800618532219,853.3540529324221,855.8232451919398,394800.0
2024-09-10,866.0036010742188,868.3453505005584,851.7862510570423,868.3453505005584,269900.0
2024-09-11,859.428955078125,860.7713181283132,836.9320244387836,860.722338562328,431900.0
2024-09-12,867.267578125,868.5903253947516,856.7442079932255,863.0641267573792,478700.0
2024-09-13,867.8652954101562,874.1460427367846,864.8768241883271,870.2267205300287,406900.0
2024-09-16,877.1246948242188,877.8302039105154,868.717732053502,870.4226874270063,380900.0
2024-09-17,886.2763061523438,890.5483527945659,877.1344708096499,879.2508783833766,416900.0
2024-09-18,904.099365234375,911.7322228190952,887.481419471677,893.4191895354867,656300.0
2024-09-19,916.0142211914062,923.715675295177,907.048747348726,919.3260533782598,625500.0
2024-09-20,910.0567626953124,912.996254240952,905.9806940658336,911.898848848242,970100.0
2024-09-23,918.6989135742188,920.511635985909,910.0568008908324,911.2129937708168,396500.0
2024-09-24,922.2457885742188,923.1570237095648,911.2423118384718,915.16163360982,366500.0
2024-09-25,917.9052734375,923.8234884027872,915.759442079684,923.705853713653,476800.0
2024-09-26,925.9594116210938,933.5334820309848,920.4625172230368,925.9397958743432,459400.0
2024-09-27,926.1456298828124,931.1819133183244,923.0983115061186,926.4003355832608,472500.0
2024-09-30,930.35888671875,932.083398002802,917.0919432018244,925.2441403056368,362200.0
2024-10-01,915.1813354492188,926.2534085340324,900.4250899841024,926.2534085340324,543800.0
2024-10-02,937.9427490234376,937.9721726445,914.1818593250114,920.9132900964844,368200.0
2024-10-03,932.2988891601562,939.294893105175,930.3392282100068,934.3369532934612,511100.0
2024-10-04,930.0453491210938,941.3623798542732,912.2516528961088,941.3623798542732,491700.0
2024-10-07,921.6970825195312,937.5213680346376,919.0417803038612,932.7985781410864,561400.0
2024-10-08,929.927734375,936.0908466544907,923.2747068483732,932.3576948634797,389000.0
2024-10-09,936.6395874023438,943.5278247629705,928.8597305695032,930.8390073856806,573200.0
2024-10-10,936.3162841796876,943.9001629270252,934.3859869339392,935.7381578521278,564400.0
2024-10-11,970.2869873046876,976.1953342847808,943.7237960688144,943.7825835082742,927500.0
