Date,Close_SPG,High_SPG,Low_SPG,Open_SPG,Volume_SPG
2023-10-13,96.67352294921876,97.56772627813923,96.09545141424428,97.45030786643252,1499600.0
2023-10-16,97.84773254394533,98.38967373503044,96.75481585609607,97.54966247694384,1235800.0
2023-10-17,99.49163055419922,100.15099019309488,97.26966671683586,97.26966671683586,1470500.0
2023-10-18,98.04644012451172,99.06709608889048,97.87482278253924,98.91354735720756,1294700.0
2023-10-19,96.1948013305664,98.45289525851398,96.1315749762301,97.54062338209954,1571600.0
2023-10-20,95.87866973876952,97.0077167048616,95.8154433843146,96.57415963777368,1506700.0
2023-10-23,95.02962493896484,96.35738528378796,94.6863971394745,95.0657552690937,1560600.0
2023-10-24,95.71607971191406,96.91738725000768,95.52640066239748,95.8786627388076,1521500.0
2023-10-25,94.82188415527344,95.72512173503306,94.62317078514138,95.49931234009316,1465200.0
2023-10-26,96.0322036743164,96.81802272244276,94.91219118606364,94.91219118606364,1388500.0
2023-10-27,94.42445373535156,96.3483472244506,93.9818692680402,96.3483472244506,1744800.0
2023-10-30,95.13801574707033,96.36641940447446,94.15348320362388,95.35479083627229,1458400.0
2023-10-31,99.25676727294922,99.4464463190026,94.77671014731492,96.11350466527156,2384200.0
2023-11-01,101.60519409179688,101.92132586857916,99.3200041024275,100.25033771316784,2080800.0
2023-11-02,104.63103485107422,105.08265362765756,103.03230741407766,103.1948904492939,2049500.0
2023-11-03,106.48268127441406,108.22593013707882,106.30203650890566,106.60913398850116,1956400.0
2023-11-06,105.75106048583984,106.49171504656368,104.9471795683892,106.4375161042578,1225500.0
2023-11-07,104.08909606933594,105.5704051389922,103.37553755913537,105.5704051389922,1661200.0
2023-11-08,104.2697525024414,104.73943303023032,103.7729690576257,104.45943157469208,911300.0
2023-11-09,102.77940368652344,104.68523550623776,102.44520330555756,104.68523550623776,1204700.0
2023-11-10,104.17037963867188,104.3600586814706,102.42713103639208,103.69166487953864,906900.0
2023-11-13,104.36007690429688,104.51362564797132,102.48134097448978,103.48393529803316,1321700.0
2023-11-14,109.10206604003906,110.67369746982332,107.12397357229212,107.14204218259572,2105700.0
2023-11-15,108.87625122070312,109.6259400143417,108.12656242706456,108.8401208930531,1623400.0
2023-11-16,108.7678680419922,109.11110273371736,108.13560449063932,108.9304510825052,1271600.0
2023-11-17,109.90594482421876,109.9962672005476,108.9665769498564,109.59884047531396,1121300.0
2023-11-20,110.87240600585938,110.99885870785263,108.77689522705676,109.8427157803968,1283500.0
2023-11-21,109.96916961669922,110.33950031289612,109.3730295373058,110.33950031289612,1213700.0
2023-11-22,109.38206481933594,110.83627781140528,108.84012367305392,110.83627781140528,1190200.0
2023-11-24,109.14722442626952,109.74336452899662,108.3523778471225,109.47239050209237,767600.0
2023-11-27,109.93304443359376,110.36660150173104,108.31624834729794,109.1472252624756,1027500.0
2023-11-28,110.2853012084961,110.54724091954738,108.84012253645066,109.7433600678735,1149700.0
2023-11-29,110.8814468383789,112.46211259750643,110.7188637989367,111.25177066140203,1151700.0
2023-11-30,112.80534362792967,112.98598839197209,110.6466063091898,110.66466802913163,2300500.0
2023-12-01,116.35505676269533,116.43634482672518,112.57951699524796,112.94081335918672,1833600.0
2023-12-04,118.18865203857422,118.26089892215312,115.25312278434284,115.72280333032604,1920900.0
2023-12-05,118.12541198730467,118.34219397250004,116.88798088813888,117.33055849056706,1668700.0
2023-12-06,118.98347473144533,120.1125216322129,118.51380114398977,118.68540469576536,1769800.0
2023-12-07,120.37649536132812,120.45897304116994,118.29613642659965,119.13927422766832,1983700.0
2023-12-08,121.7786865234375,121.80617908669636,119.46005379520732,119.88161575451656,1394100.0
2023-12-11,123.51994323730467,123.54743579962476,121.19215106214664,121.43042459692366,1452900.0
2023-12-12,123.25418090820312,123.83153871858424,122.97006778219462,123.1808627451051,1330500.0
2023-12-13,127.62566375732422,127.9464289665897,121.98946467572952,123.2541784923644,2192300.0
2023-12-14,134.33412170410156,134.34328122982745,128.78040060031165,128.95452947716458,2874700.0
2023-12-15,132.29043579101562,134.17833300772492,131.44728392303935,133.3993397752725,3723300.0
2023-12-18,131.6214141845703,133.12440155587072,131.29148944530877,133.12440155587072,1425900.0
2023-12-19,133.0327606201172,133.66511751801698,131.5114402547364,131.88719058305503,1318900.0
2023-12-20,132.07046508789062,134.63654449755654,131.99714693515642,133.03274661451633,1215800.0
2023-12-21,130.33837890625,133.06025445914992,129.26612701935144,132.9502842094196,2114000.0
2023-12-22,130.41171264648438,131.3739943986075,130.1184399668232,130.5033498708702,1191500.0
2023-12-26,131.65806579589844,131.8688467499372,130.13674555507853,130.41168513826412,786300.0
2023-12-27,131.66722106933594,132.3270704540699,131.12651542973683,131.84134993253068,1185300.0
2023-12-28,132.22625732421875,132.2904159501201,130.89739905405142,131.05319488037375,997500.0
2023-12-29,130.72328186035156,132.07047328443525,130.48500833718353,131.6855634466983,1227800.0
2024-01-02,131.0806884765625,131.99714439207173,129.22028408679938,130.11840696847634,1162900.0
2024-01-03,128.3863067626953,130.13674092995726,127.71729785512682,129.75183112078057,1248500.0
2024-01-04,128.54209899902344,129.59603167032222,127.81810499380694,128.34047758308827,1162300.0
2024-01-05,128.8995361328125,130.09093177884537,127.16743478059855,127.89144288156112,1187200.0
2024-01-08,130.41171264648438,130.5950010792671,128.54213427367185,129.1469986874648,1232800.0
2024-01-09,130.2742156982422,130.4850106481716,128.5329548799252,129.2294564104502,897800.0
2024-01-10,132.59283447265625,133.161046646522,130.4849970648563,130.62245985788414,1675700.0
2024-01-11,132.31793212890625,133.1152444365345,130.80577121994418,131.76805289219098,1554900.0
2024-01-12,134.37078857421875,134.3799620849626,132.37292099349332,133.34436221964498,1641900.0
2024-01-16,133.37185668945312,134.27915327341236,132.54705178331596,133.46350789413967,1934700.0
2024-01-17,130.2467041015625,133.65592106537434,129.11946729411068,131.6305614185548,1591800.0
2024-01-18,129.98097229003906,131.02573170034395,128.22137822973664,130.55834411657958,1214600.0
2024-01-19,129.7884979248047,130.63163579062777,128.47797251997366,130.53999857843502,1550500.0
2024-01-22,130.15509033203125,131.92384377168435,130.00845400990195,130.89741748479798,1611800.0
2024-01-23,130.68663024902344,131.51143504945838,129.3027727492601,130.78744096765516,1138600.0
2024-01-24,129.66937255859375,132.07964247973817,129.0828412413863,132.0521499167448,1364600.0
2024-01-25,130.8974151611328,131.8871893419213,129.9259740162874,131.52059854310568,1139000.0
2024-01-26,130.10008239746094,131.30979688291131,129.88928747735417,131.23647873470114,1010300.0
2024-01-29,129.88931274414062,130.0084565061595,128.49630960919364,130.0084565061595,1305400.0
2024-01-30,127.60735321044922,129.69687201302793,127.58902017280964,129.4860770401988,2234500.0
2024-01-31,127.0299835205078,128.84456272498392,126.09519436134894,128.02891733646595,2292600.0
2024-02-01,127.75395965576172,127.77229269111903,125.31619734556446,126.76419949060389,2139500.0
2024-02-02,126.41595458984376,127.37823627580065,124.1614664680022,125.9027414197361,2028700.0
2024-02-05,125.3620147705078,126.48926576110776,123.8590274337172,124.96794538810975,2333000.0
2024-02-06,131.41062927246094,132.6661695557173,125.7835898208904,126.00354430181504,3199700.0
2024-02-07,131.4564666748047,132.60203681246995,130.54917009153004,131.96967985903706,1803100.0
2024-02-08,132.06130981445312,132.58368244149116,129.94428479411687,131.10818778223097,1226900.0
2024-02-09,134.6548614501953,135.05810429194815,132.02463743786322,133.13355525268352,2222400.0
2024-02-12,133.5276336669922,135.16809770442123,132.98692799423426,134.7098697138111,1554500.0
2024-02-13,131.52976989746094,131.5572624589204,128.57878043940187,130.58582132999578,1567200.0
2024-02-14,130.92491149902344,132.35458069561437,129.99012241509496,132.01549643293842,1454000.0
2024-02-15,135.63548278808594,136.14869589092385,132.11629523947596,132.11629523947596,1474900.0
2024-02-16,137.43174743652344,138.0732638374977,133.6834317816712,134.01335649988778,1792800.0
2024-02-20,136.46029663085938,137.6975178591375,135.58050667724714,136.64359902320368,1221900.0
2024-02-21,137.7250213623047,138.31155270597765,135.8004579618723,136.6894214961281,1038300.0
2024-02-22,138.8522491455078,140.31858439845814,137.47756508987038,138.35736903844247,1658300.0
2024-02-23,137.78915405273438,139.07218675539193,137.77998054371045,138.7789141467801,854900.0
2024-02-26,137.03765869140625,138.9530482932003,137.01016613130457,137.82581137700686,1108900.0
2024-02-27,137.1934356689453,139.1821431523253,136.72604822745257,137.7249817311953,1250900.0
2024-02-28,137.34010314941406,138.49483272923356,135.9287669963013,136.54279086696792,1613300.0
2024-02-29,135.76380920410156,138.72395855937634,134.8748456480204,138.54067013198048,3365300.0
2024-03-01,137.87164306640625,138.10991659248967,134.1050083418834,135.58050306326604,1240500.0
2024-03-04,139.6770782470703,139.97033692883343,137.37676447494175,137.87165860243198,1440800.0
2024-03-05,137.34010314941406,140.67600258623543,137.00101888842147,139.0996970737145,1696200.0
2024-03-06,139.59457397460938,139.97948378714136,137.48672253873707,138.0090951471706,1863300.0
2024-03-07,138.97256469726562,140.48576418725517,137.31084149862875,140.17013182902156,1878700.0
2024-03-08,140.14230346679688,141.01493173350678,139.34392998271272,139.72453886374495,1044600.0
2024-03-11,139.0654296875,140.8014221386841,137.45940435835075,139.81738333394117,1237500.0
2024-03-12,139.80810546875,140.56933742440037,138.8240524955448,139.0654301267676,2038100.0
2024-03-13,140.63433837890625,142.23108552336,139.1675583664264,139.77097415801492,1161800.0
2024-03-14,138.65696716308594,140.08660560466404,137.25517780920802,139.82667134255894,1549900.0
2024-03-15,139.96592712402344,140.43009746015704,137.66363205774556,137.66363205774556,2985200.0
2024-03-18,141.06137084960938,141.33987590120498,139.83596845408618,140.17944999068607,1152900.0
2024-03-19,143.0572967529297,143.15941478884656,141.3398609212427,141.57194607874882,1536300.0
2024-03-20,144.26412963867188,144.64475270035794,142.0361177711484,142.22178306588302,1995300.0
2024-03-21,144.64474487304688,146.51071852234256,143.73497506233073,145.00679713606118,1451700.0
2024-03-22,140.97781372070312,144.88613414665485,140.85712490153904,144.64475650832665,1367000.0
2024-03-25,140.23512268066406,142.45385605171455,140.1422971239065,141.70190246482025,1084400.0
2024-03-26,139.87307739257812,141.5533716228182,139.86379908604627,140.49506389869524,1475700.0
2024-03-27,143.2707977294922,143.29864681255953,140.8478283451668,141.29342783959655,1330000.0
2024-03-28,145.2760467529297,145.61952829204455,143.6143089043003,143.6978561707841,1904800.0
2024-04-01,142.4817352294922,145.05324308927854,142.04541394105118,144.8954268606401,928800.0
2024-04-02,139.28822326660156,141.4698294347659,138.69408582415423,141.349140618762,1595700.0
2024-04-03,139.0189971923828,140.07730485147366,138.69407233413938,139.32535127335024,1253000.0
2024-04-04,137.34799194335938,140.87568913364834,136.85597254781777,140.17943366840788,1172800.0
2024-04-05,139.3903350830078,139.7802505995653,137.08805436693652,137.41297924228334,918000.0
2024-04-08,139.58529663085938,139.8638016508101,138.5641162794913,139.52959845994,1000000.0
2024-04-09,139.427490234375,140.25371288030124,137.26445473091536,139.7245518886298,1008000.0
2024-04-10,135.11996459960938,136.4660555113791,134.2009023915366,135.79764920829928,1474600.0
2024-04-11,136.3361053466797,137.58007838990153,134.28446632375687,135.98333137473318,1333600.0
2024-04-12,134.4329833984375,136.23396620622304,133.51393538389348,135.667677943624,1128000.0
2024-04-15,132.18641662597656,135.76053357936752,131.2302269472913,135.76053357936752,1237700.0
2024-04-16,130.29261779785156,131.88936487241614,129.54064996146414,131.76867605323898,1301600.0
2024-04-17,130.84034729003906,132.00077322504316,130.08839355061332,130.85891807129872,1019700.0
2024-04-18,130.31117248535156,131.8800704500405,129.9676909778235,131.50873985624554,1046100.0
2024-04-19,130.3761749267578,131.36021383816993,129.809886512502,131.21167592107042,1116100.0
2024-04-22,132.2050018310547,133.1983190091441,130.097664486206,130.8960380508609,984400.0
2024-04-23,133.47682189941406,134.1173792353695,132.297825268965,132.297825268965,877400.0
2024-04-24,132.57630920410156,133.4303807943154,131.4715817037683,132.8455358911731,1110000.0
2024-04-25,132.50205993652344,133.4211222998624,130.51541146823226,131.11884140328067,1741000.0
2024-04-26,132.1585693359375,134.1080902761417,132.11214947253197,132.7991266210147,1026200.0
2024-04-29,134.4515838623047,134.46086216967902,132.47421365925345,133.53252147947353,1111000.0
2024-04-30,130.45970153808594,134.15449310748642,130.18119652895757,133.05905801436217,1835400.0
2024-05-01,130.134765625,132.5855981651014,129.2714157518432,130.28330350597923,1355900.0
2024-05-02,131.23023986816406,131.81509903293932,129.3271386298287,131.40662686486482,1829400.0
2024-05-03,132.68771362304688,134.11736606309952,131.72224564297565,132.75270426366436,1257400.0
2024-05-06,134.0895233154297,135.02714225536133,133.21688085383298,133.94098541444433,1598800.0
2024-05-07,137.34799194335938,140.62503319986274,134.36802648472838,136.2432643387213,2682400.0
2024-05-08,137.28302001953125,138.35988440915338,136.21541977153856,136.38252845472311,1490800.0
2024-05-09,138.44346618652344,139.51105242611183,137.31088929243256,137.89573435617334,1364800.0
2024-05-10,137.13449096679688,139.25110665472022,137.02309461438674,138.98189408127732,1305300.0
2024-05-13,136.43821716308594,138.06281318984142,135.5377256607418,137.53365225604296,1381700.0
2024-05-14,138.8240509033203,138.99115958189284,136.77242605358109,136.97666212441763,1087800.0
2024-05-15,139.48316955566406,141.33057237509638,139.20466455376354,141.09848723440476,1005600.0
2024-05-16,138.00711059570312,140.6250236003155,137.7378839015904,139.48316868156715,1802200.0
2024-05-17,138.12779235839844,138.9261658451577,137.4872492399696,138.9261658451577,1258400.0
2024-05-20,135.88121032714844,138.29490157528178,135.6398468684765,138.09994381474996,851700.0
2024-05-21,137.36656188964844,137.52437809430415,135.50988066025843,135.72339503533925,1101900.0
2024-05-22,135.714111328125,137.58936326148432,135.19424287103996,136.92095691227414,734400.0
2024-05-23,134.2937469482422,135.98331937804463,134.20090722738766,135.79765410168815,1091000.0
2024-05-24,137.28302001953125,137.6357798345134,135.54701336950876,136.16899990591207,1410900.0
2024-05-28,136.63316345214844,138.71265150699162,136.31753104611568,138.22991042606574,1187200.0
2024-05-29,136.55892944335938,136.80957124579788,135.14784754272011,135.59344713463307,1131000.0
2024-05-30,137.8029022216797,138.20208194198528,136.93953796430193,137.48726976859774,1088100.0
2024-05-31,140.46722412109375,140.63433280721392,138.12780167289228,138.72193913342787,2376200.0
2024-06-03,140.73643493652344,141.33057232988983,139.2139569806875,140.50434979590605,1770900.0
2024-06-04,141.5441131591797,142.04541092389172,140.29084749936638,140.29084749936638,1208100.0
2024-06-05,142.453857421875,142.5095555895358,140.9685210112926,141.92471066374435,1480600.0
2024-06-06,142.76023864746094,143.52148485780944,141.85046868356753,141.85974699149048,1686200.0
2024-06-07,142.7696075439453,143.522069015619,140.5592690139144,141.14241983725728,1776400.0
2024-06-10,143.0047607421875,143.67257411186347,141.5750996343905,142.2146826007192,1962400.0
2024-06-11,141.8196563720703,142.39340672123592,141.6879766699017,142.25232645177354,2294100.0
2024-06-12,144.0582275390625,145.67601495937458,143.7478365901875,144.98938603367623,1818000.0
2024-06-13,142.84486389160156,145.31857628771846,142.64735153377282,144.1052430335985,1073400.0
2024-06-14,139.98553466796875,142.81665531033346,139.47761701725224,141.7914337940497,1299200.0
2024-06-17,138.89447021484375,139.4211890147824,138.320719875194,139.30832480108435,1211000.0
2024-06-18,138.18902587890625,139.73156549857677,137.9256665061827,139.01673496575705,1143100.0
2024-06-20,137.5494384765625,138.75337109916623,136.85340909861608,137.75636574157335,1555000.0
2024-06-21,137.4741973876953,137.85983588634235,136.28906584082972,137.7469573306349,2538500.0
2024-06-24,141.50926208496094,141.7161893766258,137.40836157598264,137.55885676119544,2240800.0
2024-06-25,139.08258056640625,141.61272524507626,138.27368688867543,141.3869968200421,1885600.0
2024-06-26,138.8192138671875,139.8914668857306,137.5870651053189,138.27367961536592,1674600.0
2024-06-27,140.9073028564453,141.0671986168551,138.5088377462756,139.0920030306065,1641300.0
2024-06-28,142.77902221679688,143.33395698980075,140.80381265104322,141.81023291748204,3709800.0
2024-07-01,137.81280517578125,142.40279316175472,137.21083883243998,141.63153051185327,1452500.0
2024-07-02,138.99794006347656,139.5905059158532,137.40836867358544,137.75639060136783,1142300.0
2024-07-03,139.44940185546875,140.38057465305704,138.64050818791006,139.7033606824493,619500.0
2024-07-05,137.40835571289062,139.29891731043205,136.79698878306502,139.20485423568496,962800.0
2024-07-08,138.1420135498047,139.1390190783007,137.6341102180844,138.0479648190476,784300.0
2024-07-09,138.8004150390625,140.31472434252902,137.54945077131995,137.92567436750875,1334100.0
2024-07-10,139.6187286376953,139.703376805788,137.79401380363242,139.2895221813186,719800.0
2024-07-11,139.9573211669922,142.308754606115,139.52465109930887,141.66915724762802,1384500.0
2024-07-12,140.59689331054688,141.81024090851352,139.47760878368186,140.99193237555636,1140700.0
2024-07-15,141.14244079589844,141.27412049659415,139.40238863327718,140.9919456088145,1187400.0
2024-07-16,142.50625610351562,142.54388707279605,140.83203677077728,141.86667314584463,1584600.0
2024-07-17,145.69480895996094,146.33440631323575,141.9983625127478,141.9983625127478,1794100.0
2024-07-18,144.01119995117188,148.78931474790627,143.6819935064159,145.28097983578868,1226600.0
2024-07-19,144.33096313476562,145.0834246092999,143.59731714389713,144.79184919652,993100.0
2024-07-22,148.36605834960938,148.56357073322846,144.3592063434833,144.57554856631964,1708700.0
2024-07-23,147.50070190429688,149.0808580533748,146.63536189655386,147.6699981979801,1764900.0
2024-07-24,140.98255920410156,147.67003726182256,140.77563188907686,147.63242063727824,1905900.0
2024-07-25,140.43701171875,143.32457893874653,139.63753294188612,141.62214338517694,1118100.0
2024-07-26,143.39039611816406,144.1428576254361,140.88846770608856,141.3587543541324,1032400.0
2024-07-29,143.74783325195312,144.6413751041396,141.97955068197624,143.62555411832378,784900.0
2024-07-30,145.61016845703125,146.47549427883152,143.72902162215814,144.2275243852386,964800.0
2024-07-31,144.3215789794922,146.62598084627572,143.9265398896445,145.19630531729555,1770100.0
2024-08-01,144.3215789794922,147.30319481516054,142.51567984646957,145.79827169496977,1266500.0
2024-08-02,142.09242248535156,143.94533877594097,140.6909630309558,142.96714880949736,1432900.0
2024-08-05,139.25189208984375,142.77904227270702,137.07916987352172,139.78801145459337,2049300.0
2024-08-06,146.29678344726562,147.12449264959614,138.39597245924116,141.1894766650952,1586200.0
2024-08-07,143.8324737548828,147.56655107126352,143.55971380055226,147.56655107126352,1569200.0
2024-08-08,145.9393768310547,146.25916835274512,143.96416688741556,144.25574235436926,988800.0
2024-08-09,149.2407684326172,150.23777386531904,145.50669116726482,146.11807244249465,1477700.0
2024-08-12,144.00180053710938,150.19076119120365,142.75083612983147,148.22496613062916,2035700.0
2024-08-13,146.65419006347656,146.84230185672993,143.72900646955534,145.15868193189883,1287300.0
2024-08-14,147.50070190429688,148.40364417462467,146.16507527808895,146.55071374971226,960200.0
2024-08-15,148.47891235351562,151.71448703372974,148.1403053671674,148.6105920508727,1853500.0
2024-08-16,147.38784790039062,149.7204658978554,146.5977696942832,148.64821280327786,1422600.0
2024-08-19,150.38827514648438,150.42589176629744,147.62298714987836,147.98981018910095,968400.0
2024-08-20,149.92739868164062,150.82095491984535,148.93039314428748,150.4917484792424,910200.0
2024-08-21,151.56399536132812,151.58281084767515,149.54176831535622,150.12491922401566,882600.0
2024-08-22,152.57040405273438,152.80554738196477,151.23477731293707,151.79912704389395,881000.0
2024-08-23,156.60545349121094,157.0381235214462,152.77731329468344,152.98424056757733,1325800.0
2024-08-26,157.41436767578125,158.10098225177018,156.55844242165136,157.54604738010804,1173600.0
2024-08-27,158.0633544921875,159.1356075381537,156.13517625240334,156.42675169486628,1404200.0
2024-08-28,157.74356079101562,158.7593673660301,156.06932704594922,158.05393736270827,909900.0
2024-08-29,155.66490173339844,158.32672624660972,155.10996685750231,158.0163352943259,1296200.0
2024-08-30,157.4049530029297,157.54603326206183,155.17578444457126,156.64307654758588,1747100.0
2024-09-03,154.17877197265625,155.93763943229152,153.26641473320674,154.30105109299774,1867200.0
2024-09-04,155.2698516845703,156.5490320257259,154.0000719102724,154.2540307355341,1258400.0
2024-09-05,154.42330932617188,156.98166971483184,154.13173391493638,156.73712583650732,1013500.0
2024-09-06,154.72430419921875,155.49558117598477,152.70207739273783,154.79015121762967,1443600.0
2024-09-09,154.22903442382812,154.68621736882116,151.88603359650634,154.3814287388258,1406600.0
2024-09-10,156.16250610351562,156.3053666903422,153.46709161145426,155.05766912165095,1155000.0
2024-09-11,155.610107421875,156.35301163418896,152.45752411752048,154.6767030253791,1566600.0
2024-09-12,155.95298767089844,156.7530361265712,153.7433134221371,154.29573198432743,1356000.0
2024-09-13,156.2196502685547,157.96262209267002,154.876702620497,156.9149293460034,2512400.0
2024-09-16,157.0577850341797,158.86743476442308,156.48632817183017,158.01022767121685,1794000.0
2024-09-17,156.53396606445312,158.40074564779297,156.12440813967228,157.07685085492147,1288100.0
2024-09-18,156.53396606445312,158.64839005495614,155.72438394324232,157.07685085492147,1786900.0
2024-09-19,159.11508178710938,159.45796175476536,156.52443637218042,158.64839414580183,1599300.0
2024-09-20,158.6293487548828,159.66750790262574,157.66737224079426,158.5055265422282,6736200.0
2024-09-23,160.15322875976562,160.296103879793,158.1054828374688,158.1054828374688,2274400.0
2024-09-24,162.02001953125,162.743870712247,159.29603297498667,159.90559568875292,1546700.0
2024-09-25,161.0580596923828,162.5629063067191,160.10561703195032,162.13431001614882,1349400.0
2024-09-26,158.49600219726562,161.33427753520084,157.99120870024396,161.33427753520084,1085300.0
2024-09-27,159.7341766357422,160.70565775645045,158.49599818017293,159.4674793008812,1397200.0
2024-09-30,160.98187255859375,161.03901679647814,158.22931367988946,159.13413135701157,1599400.0
2024-10-01,161.48666381835938,161.6866686482064,158.41027794516884,160.9628174230799,1327100.0
2024-10-02,160.52467346191406,161.66761623726453,159.5341395274809,160.49610134584242,1321400.0
2024-10-03,160.34373474121094,160.44850401978604,158.72457052084596,160.20085961599634,1126700.0
2024-10-04,161.51522827148438,161.65808885745216,159.12460242318616,160.3437278671835,1211100.0
2024-10-07,159.53414916992188,160.66755828633904,158.7721921180083,160.47707265664113,1069300.0
2024-10-08,159.27699279785156,160.94376756623925,158.5055165160689,160.3151664130491,1087400.0
2024-10-09,161.18186950683594,161.4104609803143,158.24834432957869,158.8769599818028,805300.0
